ord,emm,mun,yr,dextra,edon,inegi,ife,part,dmujer,incumbent,race.after,runnerup,part2nd,mg,ddied,drepe,drepg,dlegacy,who,prior.inc.part,inc.part.after,notes,source
14782,pue-17.070,HUATLATLAUCA,2021,0,21,21070,21071,morena,0,JAVIER VAZQUEZ RODRIGUEZ,Reelected,,pan-prd,0.076711576,0,,,,,incumbent out,2024,,
14783,pue-18.070,HUATLATLAUCA,2024,0,21,21070,21071,morena,0,JAVIER VAZQUEZ RODRIGUEZ,Term-limited-2027,CRISTINO OSORIO CUAUTLE,prd,0.1471,,,,,,,,,
14788,pue-11.071,HUAUCHINANGO,2001,0,21,21071,21072,pan,0,CARLOS MIGUEL IGNACIO LOPEZ,Term-limited-p-lost,,pri,0.099648465,0,0,0,,,incumbent out,incumbent out,,
14789,pue-12.071,HUAUCHINANGO,2004,0,21,21071,21072,pri,0,CARLOS MARTINEZ AMADOR,Term-limited-p-won,,conve,0.114922684,0,0,0,,,incumbent out,incumbent out,,
14790,pue-13.071,HUAUCHINANGO,2007,0,21,21071,21072,pri-pvem,0,ROGELIO LOPEZ ANGULO,Term-limited-p-lost,,pan,0.124818332,0,0,0,,,incumbent out,incumbent out,,
14791,pue-14.071,HUAUCHINANGO,2010,0,21,21071,21072,pan-prd-pna,0,OMAR MARTINEZ AMADOR,Term-limited-p-won,,pri-pvem,0.002979203,0,0,0,,,incumbent out,incumbent out,,
14792,pue-15.071,HUAUCHINANGO,2013,0,21,21071,21072,pan-prd-pna,0,GABRIEL ALVARADO LORENZO,Term-limited-p-lost,,pri-pvem,0.016312778,0,0,0,,,incumbent out,incumbent out,,
14793,pue-16.071,HUAUCHINANGO,2018,0,21,21071,21072,pt-morena-pes,0,GUSTAVO ADOLFO VARGAS CABRERA,Out-p-lost,,pan-prd-mc-psi,0.058857973,0,0,0,,,incumbent out,incumbent out,,
14794,pue-17.071,HUAUCHINANGO,2021,0,21,21071,21072,pna,0,ROGELIO LOPEZ ANGULO,Reelected,,pt-morena-psi,0.057475658,0,,,,,incumbent out,2024,,
14795,pue-18.071,HUAUCHINANGO,2024,0,21,21071,21072,morena-pna,0,ROGELIO LOPEZ ANGULO,Term-limited-2027,ELOY MARTINEZ AMADOR,pan-pri-prd,0.1106,,,,,,,,,
14800,pue-11.072,HUEHUETLA,2001,0,21,21072,21073,pri,0,ABUNDIO ESTEBAN GAONA,Term-limited-p-won,,prd,0.269391159,0,0,0,,,incumbent out,incumbent out,,
14801,pue-12.072,HUEHUETLA,2004,0,21,21072,21073,pri,0,VICTOR MANUEL ROJAS SOLANO,Term-limited-p-won,,pan,0.110779337,0,0,0,,,incumbent out,incumbent out,,
14802,pue-13.072,HUEHUETLA,2007,0,21,21072,21073,pri-pvem,0,PEDRO RODRUIGUEZ LOPEZ,Term-limited-p-won,,pan,0.040306053,0,0,0,,,incumbent out,incumbent out,,
14803,pue-14.072,HUEHUETLA,2010,0,21,21072,21073,pri-pvem,0,JORGE LUIS ESTRADA VALERIANO,Term-limited-p-lost,,pt,0.002776025,0,0,0,,,incumbent out,incumbent out,,
14804,pue-15.072,HUEHUETLA,2013,0,21,21072,21073,pan-prd-pna,0,RUBEN VAZQUEZ CABRERA,Term-limited-p-lost,,pri-pvem,0.128992213,0,0,0,,,incumbent out,incumbent out,,
14805,pue-16.072,HUEHUETLA,2018,0,21,21072,21073,pri,0,RAFAEL LARA MARTINEZ,Reelected,,prd-pcpp,0.078509207,0,0,0,,,incumbent out,pri,,
14806,pue-17.072,HUEHUETLA,2021,0,21,21072,21073,pri,0,RAFAEL LARA MARTINEZ,Term-limited-p-won,,pan-prd,0.46911176,0,,,,,pri,incumbent out,,
14807,pue-18.072,HUEHUETLA,2024,0,21,21072,21073,pan-pri-psi,1,GEORGINA DEL CARMEN PAULINO DIAZ,2027,JORGE LUIS ESTRADA VALERIANO,pt-morena,0.0442,,,,,,,,,
14812,pue-11.073,HUEHUETLAN EL CHICO,2001,0,21,21073,21074,pri,0,RICARDO RIOS NAJERA,Term-limited-p-lost,,pan,0.129750983,0,0,0,,,incumbent out,incumbent out,,
14813,pue-12.073,HUEHUETLAN EL CHICO,2004,0,21,21073,21074,pan,0,ANTONIO PAREDES ROBLES,Term-limited-p-lost,,pri,0.037169604,0,0,0,,,incumbent out,incumbent out,,
14814,pue-13.073,HUEHUETLAN EL CHICO,2007,0,21,21073,21074,pri-pvem,0,ANDRES HUERTERO VILLA,Term-limited-p-won,,pan,0.075615973,0,0,0,,,incumbent out,incumbent out,,
14815,pue-14.073,HUEHUETLAN EL CHICO,2010,0,21,21073,21074,pri-pvem,0,LUIS ALEJANDRO TAPIA,Term-limited-p-lost,,pan-prd-pna,0.219210652,0,0,0,,,incumbent out,incumbent out,,
14816,pue-15.073,HUEHUETLAN EL CHICO,2013,0,21,21073,21074,pan-prd-pna,0,ROGELIO PEREZ CASALES,Term-limited-p-won,,pri-pvem,0.00777667,0,0,0,,,incumbent out,incumbent out,,
14817,pue-16.073,HUEHUETLAN EL CHICO,2018,0,21,21073,21074,pan-pcpp,0,NORBERTO ROLDAN ARIZA,Out-p-lost,,pri,0.01927237,0,0,0,,,incumbent out,incumbent out,,
14818,pue-17.073,HUEHUETLAN EL CHICO,2021,0,21,21073,21074,pri,1,MARIA GUADALUPE ESPINOZA SANCHEZ,Reelected,NORBERTO ROLDAN ARIZA,pcpp,0.081919815,0,,,,,incumbent out,2024,,
14819,pue-18.073,HUEHUETLAN EL CHICO,2024,0,21,21073,21074,pan-pri-prd-psi,1,MARIA GUADALUPE ESPINOZA SANCHEZ,Term-limited-2027,JOSE ARMANDO CLARA PAREDES,pvem,0.0301,,,,,,,,,
14824,pue-11.074,HUEJOTZINGO,2001,0,21,21074,21076,pri,0,ABEL JULIAN MORALES ORTEGA,Term-limited-p-won,,pan,0.050220807,0,0,0,,,incumbent out,incumbent out,,
14825,pue-12.074,HUEJOTZINGO,2004,0,21,21074,21076,pri,0,JOSE JUAN TRINIDAD MORALES MORALES,Term-limited-p-lost,,pan,0.113305062,0,0,0,,,incumbent out,incumbent out,,
14826,pue-13.074,HUEJOTZINGO,2007,0,21,21074,21076,pan,0,ALBERTO ESPINOZA GUEVARA,Term-limited-p-lost,,pri-pvem,0.131031803,0,0,0,,,incumbent out,incumbent out,,
14827,pue-14.074,HUEJOTZINGO,2010,0,21,21074,21076,pri-pvem,0,FELIPE JUAN A GORZO ORTEGA,Term-limited-p-won,,pan-prd-pna,0.128408474,0,0,0,,,incumbent out,incumbent out,,
14828,pue-15.074,HUEJOTZINGO,2013,0,21,21074,21076,pri-pvem,0,CARLOS ALBERTO MORALES ALVAREZ,Term-limited-p-lost,,pan-prd-pna,0.169764012,0,0,0,,,incumbent out,incumbent out,,
14829,pue-16.074,HUEJOTZINGO,2018,0,21,21074,21076,pt-morena-pes,1,ANGELICA PATRICIA ALVARADO JUAREZ,Reelected,,prd-mc,0.072992479,0,0,0,,,incumbent out,pt-morena,,
14830,pue-17.074,HUEJOTZINGO,2021,0,21,21074,21076,pt-morena,1,ANGELICA PATRICIA ALVARADO JUAREZ,Term-limited-p-won,,rsp,0.072278021,0,,,,,pt-morena,incumbent out,,
14831,pue-18.074,HUEJOTZINGO,2024,0,21,21074,21076,pt-pvem-morena-pna-fxm,0,ROBERTO SOLIS VALLES,2027,JOSE LUIS TORRES FLORES,mc,0.1718,,,,,,,,,
14836,pue-11.075,HUEYAPAN,2001,0,21,21075,21077,pri,0,HIPOLITO FILOMENO MARTINEZ MARTINEZ,Term-limited-p-lost,,pt,0.081934452,0,0,0,,,incumbent out,incumbent out,,
14837,pue-12.075,HUEYAPAN,2004,0,21,21075,21077,pt,0,TOMAS FLORES MARTINEZ,Term-limited-p-lost,,pri,0.071228616,0,0,0,,,incumbent out,incumbent out,,
14838,pue-13.075,HUEYAPAN,2007,0,21,21075,21077,pan,0,LEVI BAEZ MENDIETA,Term-limited-p-lost,,pri-pvem,0.04802615,0,0,0,,,incumbent out,incumbent out,,
14839,pue-14.075,HUEYAPAN,2010,0,21,21075,21077,pri-pvem,0,MARIANO ROMERO PATONI,Term-limited-p-won,,pt,0.236512524,0,0,0,,,incumbent out,incumbent out,,
14840,pue-15.075,HUEYAPAN,2013,0,21,21075,21077,pri-pvem,0,ISAAC REYES TORIBIO,Term-limited-p-won,,pan-prd-pna,0.140240412,0,0,0,,,incumbent out,incumbent out,,
14841,pue-16.075,HUEYAPAN,2018,0,21,21075,21077,pri,0,ALFONSO LINO POZOS,Reran-beaten,,pt-morena-pes,0.078336222,0,0,0,,,incumbent out,pri,,
14842,pue-17.075,HUEYAPAN,2021,0,21,21075,21077,pt-pna,1,PASCASIA CECILIA JAIME LINO,Out-p-lost,,pri-prd,0.024665625,0,,,,,pri,2024,,
14843,pue-18.075,HUEYAPAN,2024,0,21,21075,21077,pan-pri-psi,0,ALFONSO LINO POZOS,2027,JOSE MARTINEZ TRINIDAD,pt-morena-fxm,0.1269,,,,,,,,,
14848,pue-11.076,HUEYTAMALCO,2001,0,21,21076,21078,pri,0,JUAN ANTONIO MARTINEZ MARTINEZ,Term-limited-p-lost,,pan,0.146135553,0,1,1,,,incumbent out,incumbent out,,
14849,pue-12.076,HUEYTAMALCO,2004,0,21,21076,21078,pan,0,LEOBARDO ROMAN PEREZ,Term-limited-p-lost,,pri,0.216221703,0,0,0,,,incumbent out,incumbent out,,
14850,pue-13.076,HUEYTAMALCO,2007,0,21,21076,21078,pri-pvem,0,MARIANO DE GANTE RODRIGUEZ,Term-limited-p-lost,,pan,0.10108009,0,0,0,,,incumbent out,incumbent out,,
14851,pue-14.076,HUEYTAMALCO,2010,0,21,21076,21078,pan-prd-pna,0,JOAQUIN DE LA ROSA MARTINEZ,Term-limited-p-won,,pri-pvem,0.067642832,0,0,0,,,incumbent out,incumbent out,,
14852,pue-15.076,HUEYTAMALCO,2013,0,21,21076,21078,pan-prd-pna,0,RUBEN MARTINEZ CASTILLO,Term-limited-p-lost,,pri-pvem,0.037580843,0,0,0,,,incumbent out,incumbent out,,
14853,pue-16.076,HUEYTAMALCO,2018,0,21,21076,21078,pri,0,EUSEBIO DE GANTE RODRIGUEZ,Reran-beaten,,pan-prd-mc,0.110965554,0,0,0,,,incumbent out,pri,,
14854,pue-17.076,HUEYTAMALCO,2021,0,21,21076,21078,pan,0,JOAQUIN DE LA ROSA MARTINEZ,Out-p-lost,,pri-prd,0.103058403,0,,,,,pri,2024,,
14855,pue-18.076,HUEYTAMALCO,2024,0,21,21076,21078,pt,0,EDGAR IVAN LUNA RIVERA,2027,MARIANO DE GANTE RODRIGUEZ,pri,0.0539,,,,,,,,,
14860,pue-11.077,HUEYTLALPAN,2001,0,21,21077,21079,pri,0,ANGEL GONZALEZ RAMOS,Term-limited-p-won,,prd,0.39654321,0,0,0,,,incumbent out,incumbent out,,
14861,pue-12.077,HUEYTLALPAN,2004,0,21,21077,21079,pri,0,REYNALDO GONZALEZ RAMOS,Term-limited-p-won,,pan,0.295857988,0,1,1,,,incumbent out,incumbent out,,
14862,pue-13.077,HUEYTLALPAN,2007,0,21,21077,21079,pri-pvem,0,JUAN MARTIN BARRIENTOS RAMOS,Term-limited-p-lost,,pan,0.071308725,0,0,0,,,incumbent out,incumbent out,,
14863,pue-14.077,HUEYTLALPAN,2010,0,21,21077,21079,pan-prd-pna,0,EUTIMIO GAONA GONZALEZ,Term-limited-p-won,,pri-pvem,0.09646539,0,0,0,,,incumbent out,incumbent out,,
14864,pue-15.077,HUEYTLALPAN,2013,0,21,21077,21079,pan-prd-pna,1,SOCORRO GONZALEZ GALICIA,Term-limited-p-lost,,mc,0.004166667,0,0,0,,,incumbent out,incumbent out,,
14865,pue-16.077,HUEYTLALPAN,2018,0,21,21077,21079,pri,1,ANAYELI GONZALEZ CORDOBA,Reelected,,pan-prd-mc,0.120869033,0,0,0,,,incumbent out,pri,,
14866,pue-17.077,HUEYTLALPAN,2021,0,21,21077,21079,pan-pri,1,ANAYELI GONZALEZ CORDOBA,Term-limited-p-won,,pt-morena-psi,0.255718475,0,,,,,pri,incumbent out,,
14867,pue-18.077,HUEYTLALPAN,2024,0,21,21077,21079,pri,0,REYNALDO GONZALEZ RAMOS,2027,SUSANA MELENDEZ PEREZ,morena,0.0444,,,,,,,,,
14872,pue-11.078,HUITZILAN DE SERDAN,2001,0,21,21078,21080,pri,0,JUAN GREGORIO BONILLA,Term-limited-p-won,,pan,0.39278614,0,0,0,,,incumbent out,incumbent out,,
14873,pue-12.078,HUITZILAN DE SERDAN,2004,0,21,21078,21080,pri,0,PEDRO CIPRIANO BONILLA,Term-limited-p-won,,pan,0.229036895,0,0,0,,,incumbent out,incumbent out,,
14874,pue-13.078,HUITZILAN DE SERDAN,2007,0,21,21078,21080,pri-pvem,0,JOSE FACUNDO AYANCE DE LOS SANTOS,Term-limited-p-won,,pan,0.200132392,0,0,0,,,incumbent out,incumbent out,,
14875,pue-14.078,HUITZILAN DE SERDAN,2010,0,21,21078,21080,pri-pvem,0,MOISES GONZALEZ LIRA,Term-limited-p-won,,pan-prd-pna,0.088163572,0,1,1,,,incumbent out,incumbent out,,
14876,pue-15.078,HUITZILAN DE SERDAN,2013,0,21,21078,21080,pri-pvem,0,MANUEL HERNANDEZ PASION,Term-limited-p-won,,pt,0.165468828,1,0,0,,,incumbent out,incumbent out,killed 10oct2017,
14877,pue-16.078,HUITZILAN DE SERDAN,2018,0,21,21078,21080,pri,0,DELFINO BONILLA ANGEL,Out-p-won,,pan-prd-mc,0.300195813,0,0,0,,,incumbent out,incumbent out,,
14878,pue-17.078,HUITZILAN DE SERDAN,2021,0,21,21078,21080,pan-pri,0,JOSUE ELIAS VELAZQUEZ BONILLA,Reelected,,morena-pna,0.135588235,0,,,,,incumbent out,2024,,
14879,pue-18.078,HUITZILAN DE SERDAN,2024,0,21,21078,21080,pan-pri-prd,0,JOSUE ELIAS VELAZQUEZ BONILLA,Term-limited-2027,SERGIO CORTES CABRERA,pvem,0.1751,,,,,,,,,
14884,pue-11.079,HUITZILTEPEC,2001,0,21,21079,21081,pt,0,EDGAR HERRERA HERNANDEZ,Term-limited-p-lost,,pan,0.034500515,0,0,0,,,incumbent out,incumbent out,,
14885,pue-12.079,HUITZILTEPEC,2004,0,21,21079,21081,pan,0,FERNANDO GARCIA SANTOS,Term-limited-p-won,,pri,0.059370846,0,0,0,,,incumbent out,incumbent out,,
14886,pue-13.079,HUITZILTEPEC,2007,0,21,21079,21081,pan,0,OSCAR JACINTO GOMEZ CENTENO,Term-limited-p-lost,,pri-pvem,0.157780668,0,0,0,,,incumbent out,incumbent out,,
14887,pue-14.079,HUITZILTEPEC,2010,0,21,21079,21081,pri-pvem,0,ANGEL OSORIO NICOLAS,Term-limited-p-won,,pan-prd-pna,0.04531371,0,0,0,,,incumbent out,incumbent out,,
14888,pue-15.079,HUITZILTEPEC,2013,0,21,21079,21081,pri-pvem,0,JULIAN VAZQUEZ RAMIREZ,Term-limited-p-won,,pan-prd-pna,0.022152994,0,0,0,,,incumbent out,incumbent out,,
14889,pue-16.079,HUITZILTEPEC,2018,0,21,21079,21081,pvem,0,VICTOR DIAZ BURGOS,Out-p-lost,,pan-prd,0.254034861,0,0,0,,,incumbent out,incumbent out,,
14890,pue-17.079,HUITZILTEPEC,2021,0,21,21079,21081,prd,0,JORGE FLORES GARCIA,Reran-beaten-dif-p,,pt-morena-psi,0.181746656,0,,,,,incumbent out,2024,reran as pvem and lost,
14891,pue-18.079,HUITZILTEPEC,2024,0,21,21079,21081,pna,0,IVAN ROJAS CORTES,2027,ALEJANDRO GOMEZ CENTENO,pan-pri,0.0316,,,,,,,,,
14896,pue-11.080,ATLEQUIZAYAN,2001,0,21,21080,21082,conve,0,MARIANO HERNANDEZ PEREZ,Term-limited-p-lost,,pri,0.167525773,0,1,1,,,incumbent out,incumbent out,,
14897,pue-12.080,ATLEQUIZAYAN,2004,0,21,21080,21082,pri,0,JOSE LOPEZ JUAREZ,Term-limited-p-won,,conve,0.120647773,0,0,0,,,incumbent out,incumbent out,,
14898,pue-13.080,ATLEQUIZAYAN,2007,0,21,21080,21082,pri-pvem,0,HERIBERTO PEREZ LOPEZ,Term-limited-p-lost,,pan,0.110856269,0,0,0,,,incumbent out,incumbent out,,
14899,pue-14.080,ATLEQUIZAYAN,2010,0,21,21080,21082,pan-prd-pna,0,GERMAN RODRIGUEZ LOPEZ,Term-limited-p-lost,,pri-pvem,0.093613933,0,0,0,,,incumbent out,incumbent out,,
14900,pue-15.080,ATLEQUIZAYAN,2013,0,21,21080,21082,pri-pvem,1,BERTHA RODRIGUEZ RODRIGUEZ,Term-limited-p-won,,pan-prd-pna,0.062207358,0,0,0,,,incumbent out,incumbent out,,
14901,pue-16.080,ATLEQUIZAYAN,2018,0,21,21080,21082,pri,1,MARIBEL MARTINEZ PONCE,Out-p-won,,pt-morena-pes,0.129478316,0,0,0,,,incumbent out,incumbent out,,
14902,pue-17.080,ATLEQUIZAYAN,2021,0,21,21080,21082,pri,1,BERTHA RODRIGUEZ RODRIGUEZ,Reelected,,morena,0.242693774,0,,,,,incumbent out,2024,,
14903,pue-18.080,ATLEQUIZAYAN,2024,0,21,21080,21082,pan-pri-psi,1,BERTHA RODRIGUEZ RODRIGUEZ,Term-limited-2027,CITLALI MONSERRAT ITURBIDE GOMEZ,mc,0.0655,,,,,,,,,
14908,pue-11.081,IXCAMILPA DE GUERRERO,2001,0,21,21081,21083,pri,0,JOSE ARTURO FLORES CRUZ,Term-limited-p-won,,pan,0.232895646,0,0,0,,,incumbent out,incumbent out,,
14909,pue-12.081,IXCAMILPA DE GUERRERO,2004,0,21,21081,21083,pri,0,DOROTEO QUINTERO LOPEZ,Term-limited-p-won,,pan,0.194626474,0,0,0,,,incumbent out,incumbent out,,
14910,pue-13.081,IXCAMILPA DE GUERRERO,2007,0,21,21081,21083,pri-pvem,0,JUVENTINO BRAVO BARRERA,Term-limited-p-won,,pan,0.106910809,0,0,0,,,incumbent out,incumbent out,,
14911,pue-14.081,IXCAMILPA DE GUERRERO,2011,1,21,21081,21083,pri-pvem,0,MARIO ANDREW RODRIGUEZ,Term-limited-p-lost,,pan,0.095427435,0,0,0,,,incumbent out,incumbent out,,
14912,pue-15.081,IXCAMILPA DE GUERRERO,2013,0,21,21081,21083,pan-prd-pna,0,DANIEL HERNANDEZ RODRIGUEZ,Term-limited-p-lost,,pri-pvem,0.110819098,0,0,0,,,incumbent out,incumbent out,,
14913,pue-16.081,IXCAMILPA DE GUERRERO,2018,0,21,21081,21083,pri,0,VICTOR MANUEL TORRES LOPEZ,Out-p-lost,,mc-psi,0.097980232,0,0,0,,,incumbent out,incumbent out,,
14914,pue-17.081,IXCAMILPA DE GUERRERO,2021,0,21,21081,21083,psi,0,DOROTEO QUINTERO LOPEZ,Reran-beaten-dif-p,,pes,0.15101463,0,,,,,incumbent out,2024,reran as morena and lost,
14915,pue-18.081,IXCAMILPA DE GUERRERO,2024,0,21,21081,21083,psi,1,DELIA GARCIA ,2027,DOROTEO QUINTERO LOPEZ,pvem-morena,0.1163,,,,,,,,,
14920,pue-11.082,IXCAQUIXTLA,2001,0,21,21082,21084,pri,0,CARLOS GORGONIO OCHOA VICTORIA,Term-limited-p-won,,pvem,0.05590522,0,0,0,,,incumbent out,incumbent out,,
14921,pue-12.082,IXCAQUIXTLA,2004,0,21,21082,21084,pri,0,SIXTO MIRANDA GONZALEZ,Term-limited-p-won,,pan,0.142701129,0,0,0,,,incumbent out,incumbent out,,
14922,pue-13.082,IXCAQUIXTLA,2007,0,21,21082,21084,pri-pvem,0,FRANCISCO COBOS MARIN,Term-limited-p-won,,pna,0.460838479,0,0,0,,,incumbent out,incumbent out,,
14923,pue-14.082,IXCAQUIXTLA,2010,0,21,21082,21084,pri-pvem,0,JORGE MIRANDA GONZALEZ,Term-limited-p-won,,pan-prd-pna,0.027027027,0,0,0,,,incumbent out,incumbent out,,
14924,pue-15.082,IXCAQUIXTLA,2013,0,21,21082,21084,pri-pvem,0,TOMAS ROMERO REYNOSO,Term-limited-p-won,,pan-prd-pna,0.011500548,0,0,0,,,incumbent out,incumbent out,,
14925,pue-16.082,IXCAQUIXTLA,2018,0,21,21082,21084,pri,0,SALVADOR CASTAÑEDA LUNA,Reran-beaten,,pt-morena-pes,0.355998169,0,0,0,,,incumbent out,pri,,
14926,pue-17.082,IXCAQUIXTLA,2021,0,21,21082,21084,morena,0,SANTIAGO MIRANDA DE AQUINO,Reran-beaten,,pri,0.004422477,0,,,,,pri,2024,,
14927,pue-18.082,IXCAQUIXTLA,2024,0,21,21082,21084,pan-pri,0,SALVADOR CASTILLO MIRANDA,2027,SANTIAGO MIRANDA DE AQUINO,morena,0.0636,,,,,,,,,
14932,pue-11.083,IXTACAMAXTITLAN,2001,0,21,21083,21085,pri,0,MANUEL LEAL LUNA,Term-limited-p-won,,pan,0.040176322,0,0,0,,,incumbent out,incumbent out,,
14933,pue-12.083,IXTACAMAXTITLAN,2004,0,21,21083,21085,pri,0,ANTONIO MACIAS MACIAS,Term-limited-p-won,,pan,0.013751563,0,0,0,,,incumbent out,incumbent out,,
14934,pue-13.083,IXTACAMAXTITLAN,2007,0,21,21083,21085,pri-pvem,0,BALTAZAR RIVERA HERRERA,Term-limited-p-lost,,pan,0.07705174,0,0,0,,,incumbent out,incumbent out,,
14935,pue-14.083,IXTACAMAXTITLAN,2010,0,21,21083,21085,pan-prd-pna,0,ERIK OSVALDO COROZPE TREVIÑO,Term-limited-p-lost,,pri-pvem,0.063058686,0,0,0,,,incumbent out,incumbent out,,
14936,pue-15.083,IXTACAMAXTITLAN,2013,0,21,21083,21085,pri-pvem,0,ELIAZAR HERNANDEZ ARROYO,Term-limited-p-won,,pan-prd-pna,0.022175732,0,0,0,,,incumbent out,incumbent out,,
14937,pue-16.083,IXTACAMAXTITLAN,2018,0,21,21083,21085,pri,0,VICTOR HERRERA POZOS,Out-p-won,,prd-mc,0.297690334,0,0,0,,,incumbent out,incumbent out,,
14938,pue-17.083,IXTACAMAXTITLAN,2021,0,21,21083,21085,pri-prd,0,SIPRIANO VAZQUEZ CARMONA,Out-p-won,ELIAZAR HERNANDEZ ARROYO,pvem,0.002056738,0,,,,,incumbent out,2024,,
14939,pue-18.083,IXTACAMAXTITLAN,2024,0,21,21083,21085,pan-pri-prd,0,MOISES JUAREZ PEÑA,2027,ELVIRA GARCIA SANCHEZ,pt-pvem-morena-pna-fxm,0.0616,,,,,,,,,
14944,pue-11.084,IXTEPEC,2001,0,21,21084,21086,prd,0,FAUSTO CANO PEREZ,Term-limited-p-won,,pvem,0.1223162,0,0,0,,,incumbent out,incumbent out,,
14945,pue-12.084,IXTEPEC,2004,0,21,21084,21086,prd,0,ROGELIO NUÑEZ LUCAS,Term-limited-p-lost,,pri,0.059186638,0,0,0,,,incumbent out,incumbent out,,
14946,pue-13.084,IXTEPEC,2007,0,21,21084,21086,pan,0,RUBEN VAZQUEZ BONILLA,Term-limited-p-lost,,prd-conve,0.087184874,0,0,0,,,incumbent out,incumbent out,,
14947,pue-14.084,IXTEPEC,2010,0,21,21084,21086,pri-pvem,0,FAUSTO SAINOS GOMEZ,Term-limited-p-won,,pan-prd-pna,0.053177691,0,0,0,,,incumbent out,incumbent out,,
14948,pue-15.084,IXTEPEC,2013,0,21,21084,21086,pri-pvem,0,FRANCISCO GUZMAN VASQUEZ,Term-limited-p-lost,,pan-prd-pna,0.068371158,0,0,0,,,incumbent out,incumbent out,,
14949,pue-16.084,IXTEPEC,2018,0,21,21084,21086,prd-psi,0,JOSE CANO VAZQUEZ,Out-p-lost,,pan-pcpp,0.090734649,0,0,0,,,incumbent out,incumbent out,,
14950,pue-17.084,IXTEPEC,2021,0,21,21084,21086,mc,0,VICENTE NUÑEZ JUAREZ,Reran-beaten,,pri,0.148366495,0,,,,,incumbent out,2024,,
14951,pue-18.084,IXTEPEC,2024,0,21,21084,21086,pri,0,CESAR HILARIO GUZMAN VAZQUEZ,2027,JOSE JUAREZ SANCHEZ,prd,0.0328,,,,,,,,,
14956,pue-11.085,IZUCAR DE MATAMOROS,2001,0,21,21085,21087,prd,0,MELITON LOZANO PEREZ,Term-limited-p-lost,,pri,0.038168847,0,0,0,,,incumbent out,incumbent out,,
14957,pue-12.085,IZUCAR DE MATAMOROS,2004,0,21,21085,21087,pri,0,JAVIER FILIBERTO GUEVARA GONZALEZ,Term-limited-p-won,,prd,0.086993815,0,0,0,,,incumbent out,incumbent out,,
14958,pue-13.085,IZUCAR DE MATAMOROS,2007,0,21,21085,21087,pri-pvem,0,JOSE RUBEN GIL CAMPOS,Term-limited-p-won,,prd-conve,0.131342325,0,0,0,,,incumbent out,incumbent out,,
14959,pue-14.085,IZUCAR DE MATAMOROS,2010,0,21,21085,21087,pri-pvem,0,CARLOS GORDILLO RAMIREZ,Term-limited-p-lost,,pt,0.097149558,0,0,0,,,incumbent out,incumbent out,,
14960,pue-15.085,IZUCAR DE MATAMOROS,2013,0,21,21085,21087,pan-prd-pna,0,MANUEL MADERO GONZALEZ,Term-limited-p-lost,,pri-pvem,0.050317873,0,0,0,,,incumbent out,incumbent out,,
14961,pue-16.085,IZUCAR DE MATAMOROS,2018,0,21,21085,21087,pt-morena-pes,0,MELITON LOZANO PEREZ,Out-p-won,,pri,0.135314717,0,1,1,,,incumbent out,incumbent out,,
14962,pue-17.085,IZUCAR DE MATAMOROS,2021,0,21,21085,21087,pt-morena,1,IRENE OLEA TORRES,Reran-beaten,,pan-pri,0.055157774,0,,,,,incumbent out,2024,,
14963,pue-18.085,IZUCAR DE MATAMOROS,2024,0,21,21085,21087,pvem-pna-fxm,0,ELISEO MORALES ROSALES,2027,IRENE OLEA TORRES,pt-morena,0.1608,,,,,,,,,
14968,pue-11.086,JALPAN,2001,0,21,21086,21088,pri,0,EVELIO RODRIGUEZ CORTES,Term-limited-p-won,,pan,0.238328665,0,0,0,,,incumbent out,incumbent out,,
14969,pue-12.086,JALPAN,2004,0,21,21086,21088,pri,0,HUMBERTO OLARTE ROMERO,Term-limited-p-lost,,pan,0.171364653,0,1,1,,,incumbent out,incumbent out,,
14970,pue-13.086,JALPAN,2007,0,21,21086,21088,pan,0,FERNANDO CLEMENTE AGUIRRE,Term-limited-p-lost,,pri-pvem,0.138205225,0,0,0,,,incumbent out,incumbent out,,
14971,pue-14.086,JALPAN,2010,0,21,21086,21088,pri-pvem,0,NICOLAS GALINDO PEREZ,Term-limited-p-won,,pan-prd-pna,0.011707493,0,0,0,,,incumbent out,incumbent out,,
14972,pue-15.086,JALPAN,2013,0,21,21086,21088,pri-pvem,0,HUMBERTO OLARTE ROMERO,Term-limited-p-won,,mc,0.009345794,0,1,1,,,incumbent out,incumbent out,,
14973,pue-16.086,JALPAN,2018,0,21,21086,21088,pvem-pcpp,0,NICOLAS GALINDO PEREZ,Reelected-dif-p,,pan-mc,0.005261576,0,0,0,,,incumbent out,pes,reran as pes and won,
14974,pue-17.086,JALPAN,2021,0,21,21086,21088,pes,0,NICOLAS GALINDO PEREZ,Dead-p-lost,,pri,0.020443466,1,,,,,pes,2024,Died covid 24feb2021,
14975,pue-18.086,JALPAN,2024,0,21,21086,21088,morena,0,FREDDY GALINDO MARQUEZ,2027,JAVIER DIMAS RIOS,fxm,0.3448,,,,,,,,,
14980,pue-11.087,JOLALPAN,2001,0,21,21087,21089,prd,0,HERIBERTO GALAN GOCHEZ,Term-limited-p-lost,,pri,0.111869031,0,0,0,,,incumbent out,incumbent out,,
14981,pue-12.087,JOLALPAN,2004,0,21,21087,21089,pri,0,AMADO PONCE ALDAVE,Term-limited-p-won,,prd,0.074211909,0,0,0,,,incumbent out,incumbent out,,
